index,r_mean,g_mean,b_mean,rgb_mean,r_std,g_std,b_std,rgb_std,r_skew,g_skew,b_skew,rgb_skew,r_kurtosis,g_kurtosis,b_kurtosis,rgb_kurtosis,DateTime
1016,104.91896228066415,97.64610878691916,102.70042443853238,101.75516516870523,5.967229349619482,5.551589754793909,5.932726007537837,6.567919112335329,8.544119542642788,9.904446988700888,7.8229853362744395,6.076274750889543,8.544119542642788,9.904446988700888,7.8229853362744395,6.076274750889543,2021-12-29 21:09:23
1017,104.4354113529521,97.29654679998285,102.45613026281008,101.39602947191501,6.078751489649277,5.6481879305286276,5.995403410565437,6.632383249632235,8.701996428837816,10.09589665092162,7.951711585084325,6.291580790748408,8.701996428837816,10.09589665092162,7.951711585084325,6.291580790748408,2021-12-29 21:09:54
1018,104.87242753700846,97.60228498656836,102.65531563464506,101.71000938607396,6.036321036617521,5.611790322172477,5.9645970622336275,6.614974744199396,8.514222370748833,9.956230835176072,7.8811388977883805,6.133593080483496,8.514222370748833,9.956230835176072,7.8811388977883805,6.133593080483496,2021-12-29 21:10:25
1019,105.02341718285608,97.65878076819344,102.67705051333162,101.78641615479371,6.017000980718193,5.601309331660912,5.958881989136228,6.618056630471085,8.602971942389447,9.996322958229412,7.88189203959775,6.118772310519639,8.602971942389447,9.996322958229412,7.88189203959775,6.118772310519639,2021-12-29 21:10:56
1020,104.50111141475195,97.22551248321045,102.46003160097308,101.39555183297848,6.049337814688843,5.604930107028595,5.960525588252293,6.625819206209884,8.484947235648185,9.907910193168624,7.812238954708919,6.070370927591434,8.484947235648185,9.907910193168624,7.812238954708919,6.070370927591434,2021-12-29 21:11:27
1021,104.77339586101823,97.48021339029277,102.4778182557799,101.57714250236364,6.00689021831386,5.584408121159453,5.944440204267207,6.593350033568941,8.476201221464478,9.893651917669562,7.843030430972672,6.082733627314539,8.476201221464478,9.893651917669562,7.843030430972672,6.082733627314539,2021-12-29 21:11:58
1022,104.27117470600423,97.08812550011432,102.33460884809385,101.2313030180708,6.104459171113047,5.674225971288569,6.009934292931161,6.663447454317319,8.684617524042542,10.065962532146912,7.976151335849636,6.267981802640039,8.684617524042542,10.065962532146912,7.976151335849636,6.267981802640039,2021-12-29 21:12:29
1023,104.69362422348323,97.36187864145734,102.46515699124086,101.50688661872714,6.0704201683007675,5.645581559418157,5.995991650809531,6.656555111075777,8.63046487351796,10.001003438184702,7.904505318355468,6.165401360596601,8.63046487351796,10.001003438184702,7.904505318355468,6.165401360596601,2021-12-29 21:13:00
1024,104.87003524912838,97.5329832644783,102.43686620557914,101.61329490639527,5.968916712083765,5.564621084542403,5.944101042479497,6.5792320264480875,8.62335006697648,9.967024231520625,7.879796019716524,6.1210726072448045,8.62335006697648,9.967024231520625,7.879796019716524,6.1210726072448045,2021-12-29 21:13:31
1025,104.70945619043282,97.43981994991712,102.44771444410509,101.53233019481834,5.903456899175201,5.507519150435331,5.901881919352557,6.524223549288827,8.568116756484974,9.868195542618754,7.742088031530719,6.028741153313915,8.568116756484974,9.868195542618754,7.742088031530719,6.028741153313915,2021-12-29 21:14:02
1026,104.28718305255487,97.15101688421639,102.32569626405679,101.25463206694268,5.965550794896166,5.573406050003725,5.938681029982555,6.560025031028408,8.626665857661617,9.869088790682866,7.821614463921094,6.1316161686750545,8.626665857661617,9.869088790682866,7.821614463921094,6.1316161686750545,2021-12-29 21:14:33
1027,104.0285811422075,96.96962168361696,102.22674769858111,101.07498350813519,5.970534171810896,5.575114162945341,5.945108577716863,6.556873941955375,8.709067487695854,9.939468920010656,7.862651659966144,6.197736955730223,8.709067487695854,9.939468920010656,7.862651659966144,6.197736955730223,2021-12-29 21:15:04
